Name,Category,Brand,ImageURL,PLU,Barcode,Package,Price
ELECTROLITO LIMON CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/330_CTD-1030.jpeg,330,CTD-1030,Caja x12,22.00
ELECTROLITO MANZANA CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/331_CTD-1031.jpeg,331,CTD-1031,Caja x12,22.00
ELECTROLITO MORA AZUL  CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/332_CTD-1032.jpeg,332,CTD-1032,Caja x12,22.00
ELECTROLITO NARANJA CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/329_CTD-1029.jpeg,329,CTD-1029,Caja x12,22.00
ELECTROLITO PINA CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/336_CTD-1036.jpeg,336,CTD-1036,Caja x12,24.00
ELECTROLITO PONCHE  CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/333_CTD-1033.jpeg,333,CTD-1033,Caja x12,22.00
ELECTROLITO UVA  CAJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/325_CTD-1025.jpeg,325,CTD-1025,Caja x12,22.00
Elotitos / Baby Corns 1516oz,Frutas y Vegetales Frescos,,,562,CTD-1226,,70.47
Epazote 24CT,Frutas y Vegetales Frescos,,,493,CTD-1157,,28.85
FESTIVAL LEMON COOKIE BAG 12/14.21 OZ,Galletas,FESTIVAL,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/382_CTD-1053.jpeg,382,0200-47416-231134,Caja x12,34.84
Flor de Izote 208oz,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/494_CTD-1158-Flor%20de%20Izote%20208oz.jpg,494,8-64590-00085-3,Caja x20,71.63
Fresh Nance 30LB,Frutas y Vegetales Frescos,PO Vida,,472,6684/8-64590-00030-3,Caja x30,84.35
Fresh Nance Cubetita 122.4 LB,Frutas y Vegetales Frescos,,,511,CTD-1175,,67.00
Fresh Oregano 12CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/495_CTD-1159-Fresh%20Oregano%2012CT.jpg,495,4897/8-64590-00065-5,Caja x12,21.91
Frijol Negro en Vaina (Clam Shell) 15LB,Frutas y Vegetales Frescos,,,512,CTD-1176,,59.84
Frijol Rojo en Vaina (Clam Shell) 1216oz,Frutas y Vegetales Frescos,,,513,CTD-1177,,58.10
Frijol Rojo en Vaina (Granel) 15LB,Frutas y Vegetales Frescos,,,487,CTD-1151,,59.84
Garbanzo 15LB,Frutas y Vegetales Frescos,PO Vida,,514,4812,Caja x15,43.69
Ginger / Jengibre (ORGANIC) 30LB (PE),Frutas y Vegetales Frescos,,,515,CTD-1179,,56.60
Ginger / Jengibre 30LB (CH),Frutas y Vegetales Frescos,PO Vida,,548,4612,Caja x30,29.48
Green Beans / Ejotes 25LB,Frutas y Vegetales Frescos,,,563,CTD-1227,,50.95
Green Mango 50LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/473_CTD-1135-Green%20Mango%2050LB.jpg,473,4316,Caja x50,91.19
Green Onion Bunch / Cebollitas 40CT,Frutas y Vegetales Frescos,,,529,CTD-1193,,27.46
Guaje Verde / Green 24LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/564_CTD-1228-Guaje%20Verde%20Green%2024LB.jpg,564,4909/8-64590-00039-6,Caja x24,47.44
Guanabana / Soursop 20LB,Frutas y Vegetales Frescos,,,474,CTD-1136,,189.05
Guayaba Amarilla 13LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/530_CTD-1194-Guayaba%20Amarilla%2013LB.jpg,530,4299,Caja x13,24.86
Habanero Orange / Naranja 8LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/459_CTD-1121-Habanero%20Orange%20%20Naranja%208LB.jpg,459,4506,Caja x8,37.58
Habanero Rojo / Red 8LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/460_CTD-1122-Habanero%20Rojo%20%20Red%208LB.jpg,460,3125,Caja x8,37.58
Habanero Verde / Green 8LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/461_CTD-1123-Habanero%20Verde%20%20Green%208LB.jpg,461,4716,Caja x8,37.58
Hawaiian Plantain 35LB,Frutas y Vegetales Frescos,,,449,CTD-1110,,57.75
Hierba Buena 24CT,Frutas y Vegetales Frescos,PO Vida,,496,4819,Caja x24,21.39
Hierba De Olor 24CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/497_CTD-1161-Hierba%20De%20Olor%2024CT.jpg,497,4917,Caja x24,50.82
Hierba Mora 12CT,Frutas y Vegetales Frescos,,,498,CTD-1162,,43.36
Hoja de Platano 25LB,Frutas y Vegetales Frescos,,,499,CTD-1163,,30.00
Honey Bee With Honecomb,Frutas y Vegetales Frescos,PO Vida,,575,8-64590-00105-8,Por unidad,104.63
Huazontle 20CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/531_CTD-1195-Huazontle%2020CT.jpg,531,4918/8-64590-00032-7,Caja x20,29.65
INA CHAO MEIN 20/6.34 OZ,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/71_5154,71,753081101004,Caja x20,18.79
INA CHAO MEIN SIN SOYA 20/ 6.34 OZ,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/80_5175,80,753081100007,Caja x20,19.18
INA PASTA CABELLO DE ANGEL 30X150 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/72_5156,72,753081010207,Caja x30,17.74
INA PASTA CARACOL 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/77_5165,77,753081006002,Caja x20,13.41
INA PASTA CARACOLITO 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/73_5157,73,753081007009,Caja x20,13.40
INA PASTA CODITO 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/74_5158,74,753081004305,Caja x20,13.43
INA PASTA CODO 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/78_5166,78,753081004008,Caja x20,13.40
INA PASTA CORBATON 20X150 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/75_5159,75,753081008006,Caja x20,13.46
INA PASTA ESPAGUETTI 20X200 GR.,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/76_5160,76,753081002004,Caja x20,13.54
INA PASTA LENGUA LINGUINI 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/79_5168,79,753081002615,Caja x20,13.48
Incaparina Hot Cerl Mix Corn & Soy 12/15.9 oz.,Abarrotes,Incaparina,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/294_CTD-1016%20%281%29.jpeg,294,081537300016,Caja x12,30.69
INCAPARINA LIQUIDA 12/1 LT,Bebidas,Incaparina,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/283_1669.jpg,283,7406189003499,Caja x12,37.49
Indian Bittermelon / Karela 30LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/442_CTD-1103-Indian%20Bittermelon%20Karela%2030LB.jpg,442,3215,Caja x30,48.50
Indian Eggplant 30LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/443_CTD-1104-Indian%20Eggplant%2030LB.jpg,443,4603,Caja x30,26.54
Indian Okra 15LB,Frutas y Vegetales Frescos,,,444,CTD-1105,,31.80
Jack Fruit 1LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/475_CTD-1137-Jack%20Fruit%201LB.jpg,475,3454,Bag1,0.72
Jalapeño Rojo / Red 35LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/462_CTD-1124-Jalape%C3%B1o%20Rojo%20Red%2035LB.jpg,462,4694,Caja x35,46.19
JB LONG LEGGIES MARSHMALLOW BUNNY 30/3.88OZ,Dulces,Josh Bosh,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/290_6465.jpg,290,850072696355,Caja x30,52.01
JB LONG LEGGIES MARSHMALLOW DOG 30/3.88OZ,Dulces,Josh Bosh,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/289_6463.jpg,289,850072696317,Caja x30,52.01
JET BURBUJA DISPLAY 1/ 24/5,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/414_CTD-1084.jpeg,414,0100-51817-509528,Por unidad,2.41
JET BURBUJAS CARAMEL 24/8/3.3 OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/413_CTD-1083.jpeg,413,0100-51817-508316,Caja x24,69.57
JET CHOCOLATE SPREAD JAR OW 8/12.3 OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/411_CTD-1081.jpeg,411,0100-51817-506817,Caja x8,46.54
JET MILK CHOCO BAR BAG OW 12/10/3.88 OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/409_CTD-1079.jpeg,409,0100-51817-503707,Caja x12,40.71
JET MILK CHOCO BAR DISP OW 12/24/9.31OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/410_CTD-1080.jpeg,410,0100-51817-503714,Caja x12,86.55
JET MINI MILK CHOCOLATE USA OW 24/5.07OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/415_CTD-1085.jpeg,415,0100-51817-50826- 2,Caja x24,91.12
JET WAFER VANILLA BAG OW 24/10/7.7 OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/412_CTD-1082.jpeg,412,0100-51817-50403- 5,Caja x24,93.09
JUGO NATURAS DURAZNO 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/364_CTD-1041.jpeg,364,CTD-1041,Caja x24,15.99
JUGO NATURAS FRESA/BANANA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/363_CTD-1040.jpeg,363,CTD-1040,Caja x24,15.99
JUGO NATURAS GUAYABA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/365_CTD-1042.jpeg,365,CTD-1042,Caja x24,15.99
JUGO NATURAS MANGO 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/366_CTD-1043.jpeg,366,CTD-1043,Caja x24,15.99
JUGO NATURAS MANZANA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/360_CTD-1037.jpeg,360,CTD-1037,Caja x24,15.99
JUGO NATURAS PERA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/362_CTD-1039.jpeg,362,CTD-1039,Caja x24,15.99
JUGO NATURAS PIÑA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/361_CTD-1038.jpeg,361,CTD-1038,Caja x24,15.99
JUMBO FLOW DISPLAY 1/12/12,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/420_CTD-1090.jpeg,420,0100-51817-50846- 0,Por unidad,6.39
JUMBO MINI PEANUT DISPL OW 1/ 12/24,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/417_CTD-1087.jpeg,417,0100-51817-50407 3,Por unidad,9.75
JUMBO PEANUT BAG 1/60/2,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/418_CTD-1088.jpeg,418,0100-51817-50555 1,Por unidad,3.93
JUMBO PEANUT CHOCO DISP OW 12/12/14.8OZ,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/416_CTD-1086.jpeg,416,0100-51817-50387 8,Por unidad,9.49
JUMBO ROLL DISP 1/ 12/15,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/419_CTD-1089.jpeg,419,0275-01088-21171 7,Por unidad,5.14
JUMEX DURAZNO VIDRIO 12/413 ML P126 01/25,Bebidas,JUMEX,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/312_CTD-1020.jpeg,312,CTD-1020,Caja x12,13.75
JUMEX MANZANA VIDRIO 12/413 ML P126,Bebidas,JUMEX,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/311_CTD-1019.jpeg,311,CTD-1019,Caja x12,13.75
JUMEX UVA VIDRIO 12/413 ML P126 01/25,Bebidas,JUMEX,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/313_CTD-1021.jpeg,313,CTD-1021,Caja x12,13.75
KETCHUP BB BOLSA 1/16 OZ CJ 32,Condimentos,BB,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/105_5434,105,738777180457,Por unidad,1.38
Kola Granulada Tarrito Rojo 12/11.50 oz.,Abarrotes,JGB,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/205_Kola%20Granulada%2011.5.jpg,205,7707353200295,Caja x12,87.00
LA COSTENA GREEN PICKLED CJ24/7 OZ.,Conservas,La costena,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/268_CTD-1006.jpeg,268,CTD-1006,Caja x24,25.12
LA COSTENA GREEN PICKLED JALAPENO CJ12/26 OZ.,Conservas,La Costena,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/273_CTD-1011.jpeg,273,CTD-1011,Caja x12,21.66
LA COSTENA GREEN PICKLED JALAPENOS CJ12/12  OZ.,Conservas,La costena,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/271_CTD-1009.jpeg,271,CTD-1009,Caja x12,18.60
LA COSTENA GREEN PICKLED SLICED CJ12/12OZ.,Conservas,La costena,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/272_CTD-1010.jpeg,272,CTD-1010,Caja x12,23.27
LA COSTENA GREEN PICKLED SLICED CJ24/7OZ.,Conservas,La costena,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/267_CTD-1005.jpeg,267,CTD-1005,Caja x24,29.16
LA COSTENA IN ADOBO SAUCE CHIPOTLE CJ12/12OZ.,Conservas,La costena,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/270_CTD-1008.jpeg,270,CTD-1008,Caja x12,40.98
LA COSTENA IN ADOBO SAUCE CHIPOTLE CJ24/7OZ.,Conservas,La costena,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/269_CTD-1007.jpeg,269,CTD-1007,Caja x24,40.68
La Costena Sliced Jalapeno cj12/28oz.,Conservas,La costena,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/274_CTD-1012.jpeg,274,CTD-1012,Caja x12,28.83
LA FINCA ACHIOTE MOLIDO 12/ 4 OZ CJ 6,Condimentos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/82_5217,82,810118991004,Caja x36,18.46
LA FINCA ARROZ GRANO LARGO 20/1 LB,Granos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/571_3367.jpg,571,8101189934598,Caja x20,30.54
LA FINCA ARROZ GRANO LARGO 5/4 LB,Granos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/572_3368.jpg,572,8101189924766,Caja x5,32.45
LA FINCA CHAMPURRADA TRADICIONAL 10 UDS/15 OZ CJ 12 PACK,Galletas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/154_5383,154,810118992537,Por unidad,4.89
LA FINCA CHICHARRON BOTANERO 12/6 OZ,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/222_6117,222,810118991264,Caja x16,52.23
LA FINCA CHICHARRON BOTANERO 36/2.5oz,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/217_6108,217,810118992841,Caja x36,57.00
LA FINCA CHICHARRON BOTANERO CON CHILE 36/2.5oz,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/218_6109,218,810118992858,Caja x36,57.00
LA FINCA CHICHARRON GRANDE 11 PC 12/9.02 OZ,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/239_6236,239,851356007485,Caja x12,57.13
LA FINCA CHICHARRON GRANDE 5 PC 24/4.06 OZ,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/240_6237,240,851356007492,Caja x24,55.70
LA FINCA CHICHARRON MINI CUADRO SNACK 24/3.02 OZ,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/238_6234,238,851356007089,Caja x24,44.99
LA FINCA CHICHARRON RUEDA 24/3.02 OZ,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/241_6239,241,851356007515,Caja x24,44.99
LA FINCA CHICHARRON RUEDA CHILE LIME 24/3.02 OZ,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/237_6233,237,851356007072,Caja x24,44.99
LA FINCA CHICHARRON SANCOCHITOS 12/3oz,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/219_6112,219,810118992865,Caja x12,19.20
LA FINCA CHICHARRON SANCOCHITOS CON CHILE 12/3 oz,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/220_6113,220,810118992872,Caja x12,19.20
LA FINCA CHILE PICANTE TIPO OLANCHO CJ 12/ (480ML) 1/16.09OZ,Condimentos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/114_5510,114,810118991219,Caja x12,26.37
LA FINCA COBERTURA DE CHOCOLATE 24/375 GR,Dulces,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/224_6191,224,7411002574247,Caja x24,61.41
LA FINCA CONCHAS 1/10 OZ CJ 10,Galletas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/121_5534,121,851356007607,Por unidad,3.77
LA FINCA COTIJA POLVO 1/16 OZ CJ 12,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/186_8199,186,851356007997,Por unidad,4.89
LA FINCA CREMA CHONTALENO 1/ 16 OZ. CJ 12,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/201_8355,201,810118991752,Por unidad,3.49
LA FINCA CREMA CHONTALENO 1/ 32 OZ. CJ 8,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/198_8352,198,810118991745,Por unidad,6.69
LA FINCA CREMA GUATEMALTECA 1/ 16 OZ. CJ 12,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/202_8356,202,810118991738,Por unidad,3.49
LA FINCA CREMA HONDURENA 1/ 16 OZ. CJ 12,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/199_8353,199,810118991707,Por unidad,3.49
LA FINCA CREMA HONDURENA 1/ 32 OZ. CJ 8,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/196_8350,196,810118991677,Por unidad,6.29
LA FINCA CREMA SALVADORENA 1/ 16 OZ. CJ 12,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/200_8354,200,810118991714,Por unidad,3.49
LA FINCA CREMA SALVADORENA 1/ 32 OZ. CJ 8,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/197_8351,197,810118991684,Por unidad,6.29
LA FINCA CUERITOS EN VINAGRE 12/15 OZ,Carnicería,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/212_3079,212,810118990595,Caja x12,44.17
LA FINCA CUERITOS EN VINAGRE 4/4 LB,Carnicería,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/213_3080,213,810118990601,Caja x4,52.97
LA FINCA CUERITOS EN VINAGRE MINI BARREL 1/9 LB,Carnicería,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/214_3081,214,810118990618,Jar9,28.59
LA FINCA CURTIDO SALVADORENO C/VERDURA 12/32 GRS.,Conservas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/144_2329,144,850026673371,Caja x12,65.30
LA FINCA FRESCO 1 KILO CJ 4,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/184_8197,184,851356007973,Por unidad,10.56
LA FINCA FRIED PORK SKIN (Chicharron Sancocho) 12/ 5 OZ.,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/221_6114,221,810118991271,Caja x12,51.59
LA FINCA FRIED PORK SKIN STRIPS (C. Botanero Tiras) 12/ 5 OZ.,Snacks y Botanas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/223_6118,223,810118991288,Caja x12,45.24
LA FINCA FRIJOL PILOY ROJO 12/ 24 OZ (680G),Granos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/70_3229,70,810118991554,Caja x12,115.80
LA FINCA FRIJOL ROJO DE SEDA 12/ 32 OZ,Granos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/67_3225,67,810118991363,Caja x12,46.15
LA FINCA FRIJOL ROJO DE SEDA 50 LBS,Granos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/69_3228,69,3228,Por unidad,74.99
LA FINCA FRIJOL ROJO DE SEDA 6/ 64 OZ,Granos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/68_3226,68,810118991370,Caja x6,46.15
LA FINCA FRIJOLES REFRITOS ROJOS 12/800 GMS,Condimentos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/112_5486,112,810118991080,Caja x12,48.99
LA FINCA FRIJOLES REFRITOS ROJOS 8/1200 GMS,Condimentos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/164_5487,164,810118991097,Caja x8,48.99
LA FINCA GUARACHA REDONDA 1/10 OZ CJ 10,Galletas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/119_5530,119,851356007560,Por unidad,3.77
LA FINCA HARINA DE CEBADA 12/ 12 OZ CJ 3,Harinas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/86_5229,86,810118991820,Caja x36,28.09
LA FINCA HARINA DE HABA CAJA 10 BAGS/1 LB,Harinas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/88_5245,88,810118992612,Caja x10,47.45
LA FINCA HARINA DE PINOLILLO 12/ 12 OZ CJ 3,Harinas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/85_5228,85,810118991813,Caja x12,35.62
LA FINCA HORCHATA DE ARROZ 12/ 12 OZ CJ 3,Harinas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/83_5226,83,810118990977,Caja x12,24.82
LA FINCA HORCHATA DE MORRO 12/12 OZ CJ 3,Harinas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/87_5243,87,810118990960,Caja x12,33.78
LA FINCA JASMINE RICE 1/20 LB,Granos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/349_3105.jpg,349,3105,Por unidad,21.94
LA FINCA JASMINE RICE 15/2 LB,Granos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/64_3102,64,851356007553,Caja x15,40.69
LA FINCA JASMINE RICE 6/5 LB,Granos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/63_3101,63,851356007546,Caja x6,38.68
LA FINCA MARGARITA 1/12 OZ. CJ 12 UNDS,Galletas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/94_5373,94,851356007096,Por unidad,3.28
LA FINCA MARIAS BOX 12/ 560 GR,Galletas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/91_5312,91,810118990199,Caja x12,35.99
LA FINCA MINI PILONCILLO CJ 25 16OZ/ 454GRS.,Dulces,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/429_CTD-6197.jpg,429,810118992001,Caja x25,43.99
LA FINCA MOJO CRIOLLO 12/20.3 FL OZ (600 ML),Condimentos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/117_5515,117,810118990656,Caja x12,28.52
LA FINCA MOJO CRIOLLO 4/ 3785 ML,Condimentos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/113_5508,113,810118990663,Caja x4,32.37
LA FINCA NANCE 12/32 OZ,Conservas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/142_2302,142,851356007249,Caja x12,60.00
LA FINCA NOPAL 12/ 32 OZ..,Conservas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/60_2330,60,810118990168,Caja x12,33.25
LA FINCA OREJITAS EN VINAGRE 12/15 OZ,Carnicería,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/211_3078,211,810118990632,Caja x12,107.90
