Name,Category,Brand,ImageURL,Code,Barcode
DONA NITA QUESO CON CHILE CHAROLA 1/ 14OZ CJ 12,Lácteos,Dona Nita,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/193_8337,193,810118992032
DONA NITA QUESO MOROLIQUE TABLETA 1/ 14OZ CJ 12,Lácteos,Dona Nita,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/192_8336,192,810118992025
DONA NITA QUESO PARA FRIJOLES CHAROLA 1/ 14OZ CJ 12,Lácteos,Dona Nita,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/191_8335,191,810118992018
DONA NITA SEMITA DE YEMA 1/14OZ CJ 12,Galletas,Dona Nita,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/98_5390,98,810118993015
DUCALES Crackers Pack 12/10.37 Oz,Snacks y Botanas,DUCALES,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/376_CTD-1047.jpeg,376,0200-47416-02977- 9
DUCALES Crackers Shipper 48PC 10.37Oz,Snacks y Botanas,DUCALES,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/377_CTD-1048.jpeg,377,0300-47416-029776
DUX CLUBORIG CRACKERS BAG 24/8.82 OZ,Snacks y Botanas,DUX,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/374_CTD-1045.jpeg,374,0100-47416-04095- 1
DUX SALTINES CRACKERS BAG 18/7.62 OZ,Snacks y Botanas,DUX,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/375_CTD-1046.jpeg,375,0100-47416-23142- 7
ELECTROLITO COCO CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/327_CTD-1027.jpeg,327,CTD-1027
ELECTROLITO FRESA  KIWI CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/328_CTD-1028.jpeg,328,CTD-1028
ELECTROLITO FRESA CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/326_CTD-1026.jpeg,326,CTD-1026
ELECTROLITO GUAYABA CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/335_CTD-1035.jpeg,335,CTD-1035
ELECTROLITO HORCHATA CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/334_CTD-1034.jpeg,334,CTD-1034
ELECTROLITO LIMON CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/330_CTD-1030.jpeg,330,CTD-1030
ELECTROLITO MANZANA CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/331_CTD-1031.jpeg,331,CTD-1031
ELECTROLITO MORA AZUL  CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/332_CTD-1032.jpeg,332,CTD-1032
ELECTROLITO NARANJA CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/329_CTD-1029.jpeg,329,CTD-1029
ELECTROLITO PINA CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/336_CTD-1036.jpeg,336,CTD-1036
ELECTROLITO PONCHE  CJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/333_CTD-1033.jpeg,333,CTD-1033
ELECTROLITO UVA  CAJA 12UND,Bebidas,Electrolit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/325_CTD-1025.jpeg,325,CTD-1025
Elotitos / Baby Corns 1516oz,Frutas y Vegetales Frescos,,,562,CTD-1226
Epazote 24CT,Frutas y Vegetales Frescos,,,493,CTD-1157
FESTIVAL LEMON COOKIE BAG 12/14.21 OZ,Galletas,FESTIVAL,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/382_CTD-1053.jpeg,382,0200-47416-231134
Flor de Izote 208oz,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/494_CTD-1158-Flor%20de%20Izote%20208oz.jpg,494,8-64590-00085-3
Fresh Nance 30LB,Frutas y Vegetales Frescos,PO Vida,,472,6684/8-64590-00030-3
Fresh Nance Cubetita 122.4 LB,Frutas y Vegetales Frescos,,,511,CTD-1175
Fresh Oregano 12CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/495_CTD-1159-Fresh%20Oregano%2012CT.jpg,495,4897/8-64590-00065-5
Frijol Negro en Vaina (Clam Shell) 15LB,Frutas y Vegetales Frescos,,,512,CTD-1176
Frijol Rojo en Vaina (Clam Shell) 1216oz,Frutas y Vegetales Frescos,,,513,CTD-1177
Frijol Rojo en Vaina (Granel) 15LB,Frutas y Vegetales Frescos,,,487,CTD-1151
Garbanzo 15LB,Frutas y Vegetales Frescos,PO Vida,,514,4812
Ginger / Jengibre (ORGANIC) 30LB (PE),Frutas y Vegetales Frescos,,,515,CTD-1179
Ginger / Jengibre 30LB (CH),Frutas y Vegetales Frescos,PO Vida,,548,4612
Green Beans / Ejotes 25LB,Frutas y Vegetales Frescos,,,563,CTD-1227
Green Mango 50LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/473_CTD-1135-Green%20Mango%2050LB.jpg,473,4316
Green Onion Bunch / Cebollitas 40CT,Frutas y Vegetales Frescos,,,529,CTD-1193
Guaje Verde / Green 24LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/564_CTD-1228-Guaje%20Verde%20Green%2024LB.jpg,564,4909/8-64590-00039-6
Guanabana / Soursop 20LB,Frutas y Vegetales Frescos,,,474,CTD-1136
Guayaba Amarilla 13LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/530_CTD-1194-Guayaba%20Amarilla%2013LB.jpg,530,4299
Habanero Orange / Naranja 8LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/459_CTD-1121-Habanero%20Orange%20%20Naranja%208LB.jpg,459,4506
Habanero Rojo / Red 8LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/460_CTD-1122-Habanero%20Rojo%20%20Red%208LB.jpg,460,3125
Habanero Verde / Green 8LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/461_CTD-1123-Habanero%20Verde%20%20Green%208LB.jpg,461,4716
Hawaiian Plantain 35LB,Frutas y Vegetales Frescos,,,449,CTD-1110
Hierba Buena 24CT,Frutas y Vegetales Frescos,PO Vida,,496,4819
Hierba De Olor 24CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/497_CTD-1161-Hierba%20De%20Olor%2024CT.jpg,497,4917
Hierba Mora 12CT,Frutas y Vegetales Frescos,,,498,CTD-1162
Hoja de Platano 25LB,Frutas y Vegetales Frescos,,,499,CTD-1163
Honey Bee With Honecomb,Frutas y Vegetales Frescos,PO Vida,,575,8-64590-00105-8
Huazontle 20CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/531_CTD-1195-Huazontle%2020CT.jpg,531,4918/8-64590-00032-7
INA CHAO MEIN 20/6.34 OZ,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/71_5154,71,753081101004
INA CHAO MEIN SIN SOYA 20/ 6.34 OZ,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/80_5175,80,753081100007
INA PASTA CABELLO DE ANGEL 30X150 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/72_5156,72,753081010207
INA PASTA CARACOL 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/77_5165,77,753081006002
INA PASTA CARACOLITO 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/73_5157,73,753081007009
INA PASTA CODITO 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/74_5158,74,753081004305
INA PASTA CODO 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/78_5166,78,753081004008
INA PASTA CORBATON 20X150 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/75_5159,75,753081008006
INA PASTA ESPAGUETTI 20X200 GR.,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/76_5160,76,753081002004
INA PASTA LENGUA LINGUINI 20X200 GR,Abarrotes,INA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/79_5168,79,753081002615
Incaparina Hot Cerl Mix Corn & Soy 12/15.9 oz.,Abarrotes,Incaparina,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/294_CTD-1016%20%281%29.jpeg,294,081537300016
INCAPARINA LIQUIDA 12/1 LT,Bebidas,Incaparina,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/283_1669.jpg,283,7406189003499
Indian Bittermelon / Karela 30LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/442_CTD-1103-Indian%20Bittermelon%20Karela%2030LB.jpg,442,3215
Indian Eggplant 30LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/443_CTD-1104-Indian%20Eggplant%2030LB.jpg,443,4603
Indian Okra 15LB,Frutas y Vegetales Frescos,,,444,CTD-1105
Jack Fruit 1LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/475_CTD-1137-Jack%20Fruit%201LB.jpg,475,3454
Jalapeño Rojo / Red 35LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/462_CTD-1124-Jalape%C3%B1o%20Rojo%20Red%2035LB.jpg,462,4694
JB LONG LEGGIES MARSHMALLOW BUNNY 30/3.88OZ,Dulces,Josh Bosh,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/290_6465.jpg,290,850072696355
JB LONG LEGGIES MARSHMALLOW DOG 30/3.88OZ,Dulces,Josh Bosh,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/289_6463.jpg,289,850072696317
JET BURBUJA DISPLAY 1/ 24/5,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/414_CTD-1084.jpeg,414,0100-51817-509528
JET BURBUJAS CARAMEL 24/8/3.3 OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/413_CTD-1083.jpeg,413,0100-51817-508316
JET CHOCOLATE SPREAD JAR OW 8/12.3 OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/411_CTD-1081.jpeg,411,0100-51817-506817
JET MILK CHOCO BAR BAG OW 12/10/3.88 OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/409_CTD-1079.jpeg,409,0100-51817-503707
JET MILK CHOCO BAR DISP OW 12/24/9.31OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/410_CTD-1080.jpeg,410,0100-51817-503714
JET MINI MILK CHOCOLATE USA OW 24/5.07OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/415_CTD-1085.jpeg,415,0100-51817-50826- 2
JET WAFER VANILLA BAG OW 24/10/7.7 OZ,Dulces,JET,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/412_CTD-1082.jpeg,412,0100-51817-50403- 5
JUGO NATURAS DURAZNO 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/364_CTD-1041.jpeg,364,CTD-1041
JUGO NATURAS FRESA/BANANA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/363_CTD-1040.jpeg,363,CTD-1040
JUGO NATURAS GUAYABA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/365_CTD-1042.jpeg,365,CTD-1042
JUGO NATURAS MANGO 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/366_CTD-1043.jpeg,366,CTD-1043
JUGO NATURAS MANZANA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/360_CTD-1037.jpeg,360,CTD-1037
JUGO NATURAS PERA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/362_CTD-1039.jpeg,362,CTD-1039
JUGO NATURAS PIÑA 24 PK,Bebidas,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/361_CTD-1038.jpeg,361,CTD-1038
JUMBO FLOW DISPLAY 1/12/12,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/420_CTD-1090.jpeg,420,0100-51817-50846- 0
JUMBO MINI PEANUT DISPL OW 1/ 12/24,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/417_CTD-1087.jpeg,417,0100-51817-50407 3
JUMBO PEANUT BAG 1/60/2,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/418_CTD-1088.jpeg,418,0100-51817-50555 1
JUMBO PEANUT CHOCO DISP OW 12/12/14.8OZ,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/416_CTD-1086.jpeg,416,0100-51817-50387 8
JUMBO ROLL DISP 1/ 12/15,Dulces,JUMBO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/419_CTD-1089.jpeg,419,0275-01088-21171 7
JUMEX DURAZNO VIDRIO 12/413 ML P126 01/25,Bebidas,JUMEX,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/312_CTD-1020.jpeg,312,CTD-1020
JUMEX MANZANA VIDRIO 12/413 ML P126,Bebidas,JUMEX,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/311_CTD-1019.jpeg,311,CTD-1019
JUMEX UVA VIDRIO 12/413 ML P126 01/25,Bebidas,JUMEX,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/313_CTD-1021.jpeg,313,CTD-1021
